,,,,,,,,,,,,,,,,,,,,,,,,,Move samples,,,,,,,,,,
Activity,StartTime [ISO8601],Duration [s],Calories,Distance [m],HrAvg,Latitude,Longitude,SpeedAvg [km/h],TE,AscentAltitude,AscentTime,DescentAltitude,DescentTime,FlatTime,HighAltitude,LowAltitude,HrMin,HrPeak,SpeedMax,TemperatureAvg,TemperatureMax,TemperatureMin,SampleInterval,Device,LocalTime,Altitude,Distance,EnergyConsumption,HeartRate,SeaLevelPressure,Speed,Temperature,VerticalSpeed,,IBI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23724
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387
